"time","temperature_2m_max","temperature_2m_min","temperature_2m_mean","apparent_temperature_max","apparent_temperature_min","precipitation_sum","rain_sum","et0_fao_evapotranspiration","relative_humidity_2m_mean","lat","longitude","planting_date","pd_90"
2017-11-06,30.9,23.2,26.6,36.7,28.3,0.3,0.3,4.23,82,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-07,29.8,22.3,25.9,35,26.4,0.2,0.2,3.78,78,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-07,29.8,22.3,25.9,35,26.4,0.2,0.2,3.78,78,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-08,32.3,21.7,26.4,37.9,25.5,0,0,5.05,73,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-08,32.3,21.7,26.4,37.9,25.5,0,0,5.05,73,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-09,30.9,22.5,26,37.3,26.6,1.3,1.3,4.27,82,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-09,30.9,22.5,26,37.3,26.6,1.3,1.3,4.27,82,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-10,28.2,22.9,24.8,34.4,26.8,4.3,4.3,2.74,90,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-10,28.2,22.9,24.8,34.4,26.8,4.3,4.3,2.74,90,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-11,28.5,22.2,24.2,33.6,26.3,12.7,12.7,2.52,89,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-11,28.5,22.2,24.2,33.6,26.3,12.7,12.7,2.52,89,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-12,30.1,22,25.5,36.6,26.3,1.6,1.6,4.13,83,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-12,30.1,22,25.5,36.6,26.3,1.6,1.6,4.13,83,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-13,30.4,22.4,25.3,35.4,26.4,13.8,13.8,4.21,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-13,30.4,22.4,25.3,35.4,26.4,13.8,13.8,4.21,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-14,31.2,22.1,25.9,37.8,26.5,1.3,1.3,4.39,84,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-14,31.2,22.1,25.9,37.8,26.5,1.3,1.3,4.39,84,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-15,30.6,22.3,25.7,36.6,26.8,1.4,1.4,4.3,84,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-15,30.6,22.3,25.7,36.6,26.8,1.4,1.4,4.3,84,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-16,29.5,22.6,25.6,35.4,26.9,6.4,6.4,4.16,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-16,29.5,22.6,25.6,35.4,26.9,6.4,6.4,4.16,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-17,28.2,22.3,24.7,32.8,26.5,11.4,11.4,3.15,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-17,28.2,22.3,24.7,32.8,26.5,11.4,11.4,3.15,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-18,28,22.8,24.2,34.2,26.6,17.3,17.3,2.67,91,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-18,28,22.8,24.2,34.2,26.6,17.3,17.3,2.67,91,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-19,28.3,22.3,24.5,35.4,26.3,9.5,9.5,3.4,89,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-19,28.3,22.3,24.5,35.4,26.3,9.5,9.5,3.4,89,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-20,30.4,22.1,25,36.7,26.3,10.3,10.3,3.75,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-20,30.4,22.1,25,36.7,26.3,10.3,10.3,3.75,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-21,26,22.8,24.2,29.4,26.8,11,11,1.97,89,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-21,26,22.8,24.2,29.4,26.8,11,11,1.97,89,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-22,28.3,21.9,24.3,34,25.6,5.1,5.1,2.99,87,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-22,28.3,21.9,24.3,34,25.6,5.1,5.1,2.99,87,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-23,30.2,21.8,25,36.6,25.3,11.8,11.8,4.02,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-23,30.2,21.8,25,36.6,25.3,11.8,11.8,4.02,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-24,30.7,21.7,25.6,36.6,25.8,1.5,1.5,4.4,86,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-24,30.7,21.7,25.6,36.6,25.8,1.5,1.5,4.4,86,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-25,31.1,22.2,26.7,37.1,26.2,1.5,1.5,4.85,78,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-25,31.1,22.2,26.7,37.1,26.2,1.5,1.5,4.85,78,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-26,29.6,22,25.6,35.8,25.9,3.4,3.4,4.23,83,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-26,29.6,22,25.6,35.8,25.9,3.4,3.4,4.23,83,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-27,29.8,22.5,25.7,37,26.5,1.4,1.4,4.42,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-27,29.8,22.5,25.7,37,26.5,1.4,1.4,4.42,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-28,29.5,23.6,25.8,34.4,28.6,0.9,0.9,3.13,86,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-28,29.5,23.6,25.8,34.4,28.6,0.9,0.9,3.13,86,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-29,31.4,22.2,26.4,38.2,26.4,0.5,0.5,5.05,80,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-29,31.4,22.2,26.4,38.2,26.4,0.5,0.5,5.05,80,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-11-30,31.1,23.3,26.6,38.1,28.1,5.4,5.4,4.56,83,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-11-30,31.1,23.3,26.6,38.1,28.1,5.4,5.4,4.56,83,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-01,25.5,22.5,23.7,30.5,26.8,26.9,26.9,1.06,93,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-01,25.5,22.5,23.7,30.5,26.8,26.9,26.9,1.06,93,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-02,29.4,22,24.7,35.6,25.8,13,13,3.81,87,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-02,29.4,22,24.7,35.6,25.8,13,13,3.81,87,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-03,30.7,22,25.6,36.9,26,0.5,0.5,4.46,83,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-03,30.7,22,25.6,36.9,26,0.5,0.5,4.46,83,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-04,29.9,22.2,25.4,36.5,26.8,9.4,9.4,3.86,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-04,29.9,22.2,25.4,36.5,26.8,9.4,9.4,3.86,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-05,29.5,22.8,25.3,36,27,2.8,2.8,3.42,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-05,29.5,22.8,25.3,36,27,2.8,2.8,3.42,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-06,30.6,22.6,26.3,36.6,27.2,0.8,0.8,3.99,82,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-06,30.6,22.6,26.3,36.6,27.2,0.8,0.8,3.99,82,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-07,30.5,23.1,26.2,38.4,28,5.3,5.3,4.39,87,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-07,30.5,23.1,26.2,38.4,28,5.3,5.3,4.39,87,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-08,30,23,25.9,35.4,27.3,0.7,0.7,3.55,83,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-08,30,23,25.9,35.4,27.3,0.7,0.7,3.55,83,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-09,27.1,23,24.8,31.5,26.8,18,18,1.95,90,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-09,27.1,23,24.8,31.5,26.8,18,18,1.95,90,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-10,27.2,22.9,24.2,31.4,26.6,24.8,24.8,2.01,91,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-10,27.2,22.9,24.2,31.4,26.6,24.8,24.8,2.01,91,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-11,25.9,21.9,23.5,29.2,25.1,9.1,9.1,2.16,91,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-11,25.9,21.9,23.5,29.2,25.1,9.1,9.1,2.16,91,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-12,27.9,22.1,23.9,32.8,25.5,17.7,17.7,2.95,90,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-12,27.9,22.1,23.9,32.8,25.5,17.7,17.7,2.95,90,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-13,27.6,22.4,24.6,30.3,26.1,1.7,1.7,3.3,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-13,27.6,22.4,24.6,30.3,26.1,1.7,1.7,3.3,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-14,28.4,22,24.5,33.1,25.8,12.4,12.4,3.47,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-14,28.4,22,24.5,33.1,25.8,12.4,12.4,3.47,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-15,28.4,22,24.4,34,25.7,8.3,8.3,3.55,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-15,28.4,22,24.4,34,25.7,8.3,8.3,3.55,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-16,27.7,21.7,24.3,32.8,25.4,15.8,15.8,3.47,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-16,27.7,21.7,24.3,32.8,25.4,15.8,15.8,3.47,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-17,28.5,22.2,24.3,33.7,26.3,14.8,14.8,3.25,89,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-17,28.5,22.2,24.3,33.7,26.3,14.8,14.8,3.25,89,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-18,29.1,21.5,23.9,35.2,24.5,13.1,13.1,3.44,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-18,29.1,21.5,23.9,35.2,24.5,13.1,13.1,3.44,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-19,29.8,21.1,24.5,36.6,24.8,2.4,2.4,4.56,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-19,29.8,21.1,24.5,36.6,24.8,2.4,2.4,4.56,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-20,29.6,22.5,25.2,37,26.8,1.2,1.2,4.4,86,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-20,29.6,22.5,25.2,37,26.8,1.2,1.2,4.4,86,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-21,29.2,21.5,25.2,35,25.5,2.1,2.1,4.38,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-21,29.2,21.5,25.2,35,25.5,2.1,2.1,4.38,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-22,27.5,22.7,24.6,32.5,26.5,3.5,3.5,2.85,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-22,27.5,22.7,24.6,32.5,26.5,3.5,3.5,2.85,88,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-23,28.5,21.8,24.9,33.9,25.5,0.2,0.2,3.7,87,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-23,28.5,21.8,24.9,33.9,25.5,0.2,0.2,3.7,87,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-24,30.9,21,25.7,35.8,24.2,0,0,5.21,77,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-24,30.9,21,25.7,35.8,24.2,0,0,5.21,77,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-25,29.5,22,25.8,36.3,26.1,0.3,0.3,4.29,82,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-25,29.5,22,25.8,36.3,26.1,0.3,0.3,4.29,82,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-26,29.8,21.4,25.2,35.6,25.5,4.6,4.6,4.21,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-26,29.8,21.4,25.2,35.6,25.5,4.6,4.6,4.21,85,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-27,30.5,22,26.1,38.5,26.2,2.4,2.4,5.23,82,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-27,30.5,22,26.1,38.5,26.2,2.4,2.4,5.23,82,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-28,30.4,22.5,25.7,38.6,26.4,0.4,0.4,4.59,86,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-28,30.4,22.5,25.7,38.6,26.4,0.4,0.4,4.59,86,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-29,29.8,22.7,25.9,35.9,27.1,1,1,4.26,81,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-29,29.8,22.7,25.9,35.9,27.1,1,1,4.26,81,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-30,30.4,23.3,26.4,35.7,27.3,0.5,0.5,4.8,77,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-30,30.4,23.3,26.4,35.7,27.3,0.5,0.5,4.8,77,-12.54,-55.72,"2017-10-03","2018-01-01"
2017-12-31,29.9,23,26.1,37,27.4,7.2,7.2,4.46,81,-12.54,-55.72,"2017-10-20","2018-01-18"
2017-12-31,29.9,23,26.1,37,27.4,7.2,7.2,4.46,81,-12.54,-55.72,"2017-10-03","2018-01-01"
2018-01-01,30.8,22.4,26.2,37.5,26.9,0.9,0.9,4.76,84,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-01,30.8,22.4,26.2,37.5,26.9,0.9,0.9,4.76,84,-12.54,-55.72,"2017-10-03","2018-01-01"
2018-01-02,31,22.5,26,38.8,27.4,1.1,1.1,4.94,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-03,28.7,22.7,25.1,35.2,26.6,6.7,6.7,2.83,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-04,29.5,22,24.9,35.3,26.2,13.2,13.2,3.98,86,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-05,27.9,22.8,24.7,32.3,27.3,5,5,2.74,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-06,26.4,22.6,23.9,30.9,26.4,11.2,11.2,2.17,88,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-07,27,22.3,23.9,30.8,26.6,7.8,7.8,3,89,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-08,24.5,21.4,22.8,28.3,24.9,14.1,14.1,2.07,92,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-09,26.9,21.2,23.3,31.7,24.5,5,5,3.11,89,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-10,29.9,21.4,24.4,37.1,24.6,4.4,4.4,4.29,86,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-11,31.2,21.3,25.3,37.2,25,6.1,6.1,4.9,84,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-12,29.8,21,24.5,36.5,24.1,1.2,1.2,4.32,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-13,28.8,22.3,24.6,35.1,25.9,6.2,6.2,3.7,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-14,28.2,22.1,24.6,33.3,26.4,0.5,0.5,3.48,84,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-15,29.4,20.7,24.5,35.4,24.3,1.1,1.1,4.49,85,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-16,31,21.4,25.8,37.9,24.7,0,0,5.02,81,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-17,31.2,21.5,26.2,38,25.4,2.3,2.3,5.16,81,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-01-18,31.4,21.8,26.4,37.1,25.1,0.8,0.8,5.03,77,-12.54,-55.72,"2017-10-20","2018-01-18"
2018-10-18,32.3,22,26.6,37.5,25.5,0,0,4.47,79,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-19,29.5,22.5,25.5,35.7,27.2,10.6,10.6,2.9,87,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-20,28.6,23.2,24.8,32.3,27.5,1.2,1.2,2.17,88,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-21,30,22,25.5,35,26.2,0.5,0.5,3.48,84,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-22,31.5,22.3,25.9,36.7,26.9,3.4,3.4,4.12,85,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-23,30.3,22.1,25.6,36.3,26,6.3,6.3,3.65,86,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-24,30.5,21.8,25.4,36.6,25.8,11.8,11.8,3.23,87,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-25,30.5,22.7,26,36.6,27.3,0.5,0.5,3.54,86,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-26,32.8,21.7,26.6,39,25.6,0.2,0.2,4.41,82,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-26,32.8,21.7,26.6,39,25.6,0.2,0.2,4.41,82,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-10-27,30.9,24,27.5,37.2,28.6,7,7,3.96,80,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-27,30.9,24,27.5,37.2,28.6,7,7,3.96,80,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-10-28,30.6,22.7,26,37,27.1,4.3,4.3,3.71,84,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-28,30.6,22.7,26,37,27.1,4.3,4.3,3.71,84,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-10-29,31.4,21.9,26.2,37.9,25.8,0.1,0.1,4.27,84,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-29,31.4,21.9,26.2,37.9,25.8,0.1,0.1,4.27,84,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-10-30,31.3,23.1,26.1,38.4,27.6,5,5,3.91,85,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-30,31.3,23.1,26.1,38.4,27.6,5,5,3.91,85,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-10-31,31.1,22.6,26.2,37.5,27,3.2,3.2,4.17,84,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-10-31,31.1,22.6,26.2,37.5,27,3.2,3.2,4.17,84,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-01,31,21.6,26.5,37.4,25,0.5,0.5,4.51,77,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-01,31,21.6,26.5,37.4,25,0.5,0.5,4.51,77,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-02,29.7,22.5,25.8,34.6,27.2,2.2,2.2,3.35,84,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-02,29.7,22.5,25.8,34.6,27.2,2.2,2.2,3.35,84,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-03,29.3,22,25.4,33.9,26.2,3.4,3.4,3.23,83,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-03,29.3,22,25.4,33.9,26.2,3.4,3.4,3.23,83,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-04,27.5,22.7,24.8,31.9,27.1,1.5,1.5,2.24,86,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-04,27.5,22.7,24.8,31.9,27.1,1.5,1.5,2.24,86,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-05,30.9,21.8,26,35.6,25.8,0.8,0.8,4.28,80,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-05,30.9,21.8,26,35.6,25.8,0.8,0.8,4.28,80,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-06,29,22.6,24.8,34.5,27.1,8.6,8.6,2.94,89,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-06,29,22.6,24.8,34.5,27.1,8.6,8.6,2.94,89,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-07,30.6,22.5,25,37.8,26.8,9.4,9.4,3.67,89,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-07,30.6,22.5,25,37.8,26.8,9.4,9.4,3.67,89,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-08,27.8,21.8,23.9,30.9,26,17,17,2.12,89,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-08,27.8,21.8,23.9,30.9,26,17,17,2.12,89,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-09,30.2,22.5,25.5,35.4,26.2,2.9,2.9,4.54,84,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-09,30.2,22.5,25.5,35.4,26.2,2.9,2.9,4.54,84,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-10,28.1,22.1,24.3,34.1,26.3,18.3,18.3,2.53,91,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-10,28.1,22.1,24.3,34.1,26.3,18.3,18.3,2.53,91,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-11,30.9,22.2,25.1,36.2,26.6,7.3,7.3,4.06,87,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-11,30.9,22.2,25.1,36.2,26.6,7.3,7.3,4.06,87,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-12,32.2,22.4,26.8,38.1,26.4,0,0,5.17,80,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-12,32.2,22.4,26.8,38.1,26.4,0,0,5.17,80,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-13,30.8,23.4,26.7,38,28,3,3,4.57,81,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-13,30.8,23.4,26.7,38,28,3,3,4.57,81,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-14,29.1,22.8,25.7,34.7,27.7,10.4,10.4,3.3,89,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-14,29.1,22.8,25.7,34.7,27.7,10.4,10.4,3.3,89,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-15,29.3,22.4,25.5,34.5,27,2.4,2.4,3.29,87,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-15,29.3,22.4,25.5,34.5,27,2.4,2.4,3.29,87,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-16,30.6,22.4,26.1,37.6,26.8,2.8,2.8,3.79,85,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-16,30.6,22.4,26.1,37.6,26.8,2.8,2.8,3.79,85,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-17,28.1,22.5,24.7,31.7,26.3,13.8,13.8,2.45,87,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-17,28.1,22.5,24.7,31.7,26.3,13.8,13.8,2.45,87,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-18,29.9,21.8,25.6,35,25.3,2.6,2.6,3.7,82,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-18,29.9,21.8,25.6,35,25.3,2.6,2.6,3.7,82,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-19,28.1,22.6,25,33.3,27.2,22.4,22.4,3.03,90,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-19,28.1,22.6,25,33.3,27.2,22.4,22.4,3.03,90,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-20,29.9,22.9,25.4,36.2,27.3,2.3,2.3,2.93,87,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-20,29.9,22.9,25.4,36.2,27.3,2.3,2.3,2.93,87,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-21,29.1,22.8,25.7,36,27.4,6.7,6.7,3.44,89,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-21,29.1,22.8,25.7,36,27.4,6.7,6.7,3.44,89,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-22,29,23,25.3,33.4,27.3,8.2,8.2,3.53,85,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-22,29,23,25.3,33.4,27.3,8.2,8.2,3.53,85,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-23,26.9,22.3,23.9,31.8,26,12.3,12.3,2.29,91,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-23,26.9,22.3,23.9,31.8,26,12.3,12.3,2.29,91,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-24,28.4,22.1,24.3,33.6,26.5,22.1,22.1,3.09,90,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-24,28.4,22.1,24.3,33.6,26.5,22.1,22.1,3.09,90,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-25,26.3,21.8,23.9,31.3,25.6,13.3,13.3,2.59,90,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-25,26.3,21.8,23.9,31.3,25.6,13.3,13.3,2.59,90,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-26,27.5,21.9,24.2,32.1,25.9,4,4,2.51,90,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-26,27.5,21.9,24.2,32.1,25.9,4,4,2.51,90,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-27,27.3,22.2,24.3,31.8,26.1,5.4,5.4,2.53,90,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-27,27.3,22.2,24.3,31.8,26.1,5.4,5.4,2.53,90,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-28,27.6,21.8,24,32,25.7,8.2,8.2,2.72,89,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-28,27.6,21.8,24,32,25.7,8.2,8.2,2.72,89,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-29,29,22,24.5,35,25.8,10.6,10.6,3.67,88,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-29,29,22,24.5,35,25.8,10.6,10.6,3.67,88,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-11-30,26.6,21.9,23.8,31.1,25.5,15.6,15.6,2.2,92,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-11-30,26.6,21.9,23.8,31.1,25.5,15.6,15.6,2.2,92,-12.54,-55.72,"2018-10-26","2019-01-24"
2018-12-01,25.4,21.7,23.3,28.9,24.7,30,30,2.03,92,-12.54,-55.72,"2018-10-18","2019-01-16"
2018-12-01,25.4,21.7,23.3,28.9,24.7,30,30,2.03,92,-12.54,-55.72,"2018-10-26","2019-01-24"
